user_id,date_week,requests_count
f85c64fc,2022-05-30 00:00:00,1
a31d77bc,2022-05-30 00:00:00,1
a5fc05e7,2022-05-30 00:00:00,5
a99572e2,2022-05-30 00:00:00,1
47d90b5e,2022-05-30 00:00:00,
bd4341b9,2022-05-30 00:00:00,1
40433d48,2022-05-30 00:00:00,5
7e1b8c05,2022-05-30 00:00:00,2
4571662f,2022-05-30 00:00:00,1
579423e1,2022-05-30 00:00:00,2
d91041ef,2022-05-30 00:00:00,2
22f533f9,2022-05-30 00:00:00,1
b47fe199,2022-05-30 00:00:00,1
d97ac030,2022-05-30 00:00:00,
c3cec59f,2022-05-30 00:00:00,1
488d517c,2022-05-30 00:00:00,
c10d1d58,2022-05-30 00:00:00,1
60db0688,2022-05-30 00:00:00,2
7249cf18,2022-05-30 00:00:00,2
ceabe86a,2022-05-30 00:00:00,2
744a9111,2022-05-30 00:00:00,2
b2033bc5,2022-05-30 00:00:00,
2bb54446,2022-05-30 00:00:00,
776cbcf9,2022-05-30 00:00:00,
7eb97e9d,2022-05-30 00:00:00,5
9093077a,2022-05-30 00:00:00,1
b481e274,2022-05-30 00:00:00,4
e09876d0,2022-05-30 00:00:00,4
92d70e35,2022-05-30 00:00:00,2
9b03b968,2022-05-30 00:00:00,1
211d03b5,2022-05-30 00:00:00,2
544f19e7,2022-05-30 00:00:00,2
88ec83fd,2022-05-30 00:00:00,
a82bfca1,2022-05-30 00:00:00,1
511845dd,2022-05-30 00:00:00,3
6ffb56d8,2022-05-30 00:00:00,3
5ce3a155,2022-05-30 00:00:00,1
e35e22bf,2022-05-30 00:00:00,3
592954d6,2022-05-30 00:00:00,4
921a356d,2022-05-30 00:00:00,1
6688cbdd,2022-05-30 00:00:00,2
3bc428bf,2022-05-30 00:00:00,1
07d20b71,2022-05-30 00:00:00,1
475e6ad8,2022-05-30 00:00:00,3
e78ae760,2022-05-30 00:00:00,2
a168e4b0,2022-05-30 00:00:00,
b451373f,2022-05-30 00:00:00,1
b5775cfb,2022-05-30 00:00:00,1
d58b9f60,2022-05-30 00:00:00,
885d6fb0,2022-05-30 00:00:00,
5b9593a6,2022-05-30 00:00:00,1
256a7739,2022-05-30 00:00:00,6871
bb74344c,2022-05-30 00:00:00,1
04ffcaa8,2022-05-30 00:00:00,3
e44496cd,2022-05-30 00:00:00,2
7257ef9d,2022-05-30 00:00:00,2
dead7af3,2022-05-30 00:00:00,2
2fd503cc,2022-05-30 00:00:00,
d0e05839,2022-05-30 00:00:00,1
42df9ce6,2022-05-30 00:00:00,
d7c26449,2022-05-30 00:00:00,2
b3daa918,2022-05-30 00:00:00,1
39ca1418,2022-05-30 00:00:00,
c445f10b,2022-05-30 00:00:00,1
5c4ee131,2022-05-30 00:00:00,2
ffb76358,2022-05-30 00:00:00,1
9bf97b7f,2022-05-30 00:00:00,1
575d1e5d,2022-05-30 00:00:00,1
0214da90,2022-05-30 00:00:00,
7caee2ce,2022-05-30 00:00:00,1
7071fcc2,2022-05-30 00:00:00,1
